ShoulderWidth,Waist,Hips,TotalHeight,BodyShape
40.54,67.27,99.26,163.8,Pear
43.99,73.38,86.71,161.21,Inverted Triangle
41.2,65.92,93.1,163.92,Hourglass
41.36,81.04,83.59,167.62,Inverted Triangle
48.85,73.66,82.73,169.94,Inverted Triangle
41.07,65.88,96.11,167.32,Pear
41.77,62.53,95.02,165.0,Hourglass
40.37,70.23,94.66,156.44,Pear
42.1,74.27,77.64,175.72,Rectangle
37.37,65.82,94.99,161.76,Pear
41.06,80.17,79.69,167.77,Rectangle
43.21,70.93,95.17,169.96,Inverted Triangle
42.51,60.71,95.72,175.26,Hourglass
35.11,75.54,97.72,163.45,Pear
36.66,68.84,97.02,155.97,Hourglass
43.63,79.71,85.98,174.66,Rectangle
44.27,84.48,81.62,166.25,Rectangle
42.4,64.92,89.99,165.49,Hourglass
40.9,66.32,93.08,162.03,Hourglass
35.27,70.69,94.86,168.13,Pear
38.32,70.23,96.14,169.77,Pear
43.0,73.95,87.32,166.69,Inverted Triangle
42.92,72.96,90.93,161.87,Hourglass
48.23,75.65,91.44,160.95,Inverted Triangle
39.38,76.84,78.67,171.98,Rectangle
46.65,74.08,92.28,168.79,Inverted Triangle
35.6,67.97,95.96,162.69,Pear
41.65,76.93,81.95,168.42,Rectangle
43.01,75.23,90.1,168.46,Inverted Triangle
36.17,68.97,96.33,167.95,Pear
44.66,82.01,79.91,163.78,Rectangle
43.24,64.47,90.03,166.25,Hourglass
43.84,79.64,83.26,163.92,Rectangle
44.21,77.67,90.77,175.01,Inverted Triangle
43.21,65.23,88.91,156.0,Hourglass
44.48,79.26,87.4,174.04,Rectangle
43.23,80.72,85.45,170.68,Rectangle
43.25,66.52,93.71,156.44,Hourglass
48.03,77.74,90.31,168.75,Inverted Triangle
43.34,63.02,90.04,156.51,Hourglass
42.02,66.57,89.98,163.75,Hourglass
45.26,70.85,85.85,173.68,Inverted Triangle
43.1,73.93,89.5,176.65,Inverted Triangle
36.16,71.08,91.15,161.38,Pear
37.21,71.98,98.18,169.88,Pear
40.97,63.03,97.63,165.55,Hourglass
47.77,70.18,87.55,166.79,Inverted Triangle
36.61,71.65,94.67,163.32,Pear
40.76,71.75,99.03,162.65,Pear
40.33,78.23,74.0,169.4,Rectangle
45.92,74.31,90.05,164.0,Inverted Triangle
41.18,66.27,91.47,163.51,Hourglass
43.72,70.93,87.53,169.02,Inverted Triangle
42.79,74.59,80.53,167.14,Rectangle
37.48,72.11,94.03,165.48,Pear
36.39,67.34,94.94,177.98,Pear
39.2,71.66,94.89,162.04,Pear
35.92,65.53,91.76,164.35,Pear
38.87,66.19,96.01,165.03,Pear
44.02,78.5,91.13,171.15,Inverted Triangle
45.59,77.34,84.87,163.61,Rectangle
42.22,85.22,86.87,170.73,Rectangle
43.72,68.84,92.64,152.08,Hourglass
42.48,67.79,87.82,161.94,Hourglass
41.32,65.68,96.32,161.77,Hourglass
37.88,69.52,91.89,161.16,Pear
43.43,74.19,89.45,168.18,Inverted Triangle
38.35,73.41,93.15,165.79,Pear
43.2,65.19,88.56,157.32,Hourglass
45.31,66.81,93.44,154.6,Hourglass
41.47,62.91,94.03,165.75,Hourglass
45.84,80.06,87.87,167.47,Inverted Triangle
47.62,70.6,87.19,168.54,Inverted Triangle
38.42,64.67,97.51,167.07,Hourglass
39.6,69.59,95.09,167.77,Pear
39.91,63.32,93.96,165.72,Hourglass
45.28,63.73,96.93,163.96,Hourglass
45.71,76.53,88.0,166.58,Inverted Triangle
43.75,72.99,87.11,165.18,Inverted Triangle
46.3,79.03,88.82,165.87,Inverted Triangle
44.28,78.23,77.93,170.52,Rectangle
42.16,79.36,81.07,163.0,Rectangle
35.01,70.87,95.1,165.91,Pear
43.69,76.79,77.56,170.37,Rectangle
47.85,73.61,85.56,165.95,Inverted Triangle
40.76,79.19,79.84,172.5,Rectangle
46.69,73.44,85.99,160.85,Inverted Triangle
45.73,77.66,93.12,171.5,Inverted Triangle
42.01,66.65,97.26,166.13,Hourglass
38.0,71.28,96.81,168.11,Pear
41.14,77.21,84.21,167.87,Rectangle
39.35,70.47,91.76,165.73,Pear
38.75,65.91,97.97,165.31,Hourglass
41.47,63.91,93.09,168.17,Hourglass
49.46,69.34,85.95,169.08,Inverted Triangle
38.61,71.77,87.91,161.64,Hourglass
36.94,66.29,92.88,162.32,Pear
43.71,71.8,91.15,171.03,Inverted Triangle
38.6,70.16,97.05,166.96,Pear
43.29,63.27,88.71,165.58,Hourglass
45.73,65.78,88.28,163.8,Hourglass
38.83,71.52,97.45,168.02,Pear
43.93,78.38,79.61,161.25,Rectangle
45.87,75.85,84.89,174.59,Inverted Triangle
42.08,63.8,90.49,165.49,Hourglass
43.94,68.24,84.74,169.01,Hourglass
42.38,81.72,78.59,158.86,Rectangle
38.81,67.14,91.74,164.67,Pear
45.63,73.2,88.9,167.01,Inverted Triangle
35.72,67.26,97.9,158.23,Pear
38.51,70.61,94.08,158.62,Pear
37.11,72.46,96.14,165.24,Pear
43.31,72.24,85.41,168.44,Inverted Triangle
35.15,67.29,96.31,172.22,Pear
41.93,81.49,79.6,167.31,Rectangle
42.92,66.97,93.68,168.09,Hourglass
46.63,79.83,87.99,169.24,Inverted Triangle
47.04,66.2,90.95,162.8,Hourglass
37.53,70.15,99.05,166.05,Pear
42.93,63.05,87.02,173.59,Hourglass
39.04,64.59,91.66,156.44,Pear
41.74,78.89,85.63,165.25,Inverted Triangle
42.74,64.92,93.8,157.61,Hourglass
34.63,66.43,93.62,162.66,Pear
42.92,87.3,85.11,168.02,Rectangle
40.69,68.27,95.51,166.91,Pear
36.11,74.71,97.18,168.48,Pear
39.19,78.68,82.27,161.18,Rectangle
38.26,65.02,90.88,155.89,Pear
46.57,73.63,92.18,169.92,Inverted Triangle
40.56,80.02,83.3,163.81,Rectangle
41.84,72.77,90.84,162.83,Hourglass
46.6,67.07,89.73,168.05,Hourglass
44.66,77.84,81.73,162.59,Rectangle
44.29,64.37,92.55,163.45,Hourglass
42.01,80.58,74.12,163.35,Rectangle
41.03,70.67,100.77,163.03,Pear
38.79,76.43,91.26,162.06,Pear
39.29,71.63,101.4,166.8,Pear
43.9,75.82,89.62,167.02,Inverted Triangle
44.84,82.63,83.22,168.51,Rectangle
39.65,71.65,95.79,162.33,Pear
42.11,84.02,82.7,169.78,Rectangle
46.74,75.7,88.6,168.23,Inverted Triangle
40.67,81.71,79.92,167.88,Rectangle
45.68,80.18,85.08,168.92,Inverted Triangle
44.79,77.63,87.0,169.36,Inverted Triangle
42.51,66.97,90.74,163.86,Hourglass
39.36,68.06,95.89,168.88,Pear
49.67,77.66,85.87,168.49,Inverted Triangle
44.74,67.95,83.66,169.58,Hourglass
45.61,74.97,85.81,165.91,Inverted Triangle
45.56,84.52,79.93,170.97,Rectangle
45.27,66.31,92.53,160.72,Hourglass
46.0,75.37,88.52,167.95,Inverted Triangle
46.48,74.34,94.34,172.62,Inverted Triangle
40.51,68.48,99.27,163.85,Pear
42.56,71.76,90.49,170.12,Inverted Triangle
44.18,81.43,83.95,162.68,Rectangle
41.75,66.34,95.72,162.52,Hourglass
38.8,71.51,91.37,165.84,Pear
46.49,77.01,82.74,165.81,Rectangle
44.26,75.95,88.38,168.5,Inverted Triangle
43.0,65.14,94.44,168.95,Hourglass
43.7,74.94,86.05,165.56,Inverted Triangle
46.22,74.76,94.3,173.49,Inverted Triangle
40.24,66.73,91.41,165.07,Hourglass
37.17,72.78,95.66,165.42,Pear
37.01,70.44,93.83,160.37,Pear
45.86,66.02,93.8,168.66,Hourglass
42.25,70.73,86.49,172.48,Inverted Triangle
47.63,72.93,85.0,164.63,Inverted Triangle
47.25,75.1,86.74,167.03,Inverted Triangle
38.12,70.05,90.76,161.24,Pear
46.14,63.49,98.27,167.61,Hourglass
38.24,75.31,92.07,161.25,Pear
42.66,68.55,92.67,153.33,Hourglass
45.49,82.97,83.77,162.23,Rectangle
36.25,70.64,93.0,172.23,Pear
42.71,71.92,95.38,170.41,Inverted Triangle
42.47,63.0,91.81,164.54,Hourglass
45.43,77.37,87.39,172.86,Inverted Triangle
43.92,87.16,80.15,164.95,Rectangle
42.89,68.1,96.17,170.84,Pear
42.92,61.19,94.98,173.3,Hourglass
41.89,58.66,93.25,165.23,Hourglass
42.76,68.77,91.8,157.94,Hourglass
38.88,76.38,91.2,162.82,Pear
44.27,78.32,86.56,172.93,Rectangle
42.63,85.69,82.05,167.82,Rectangle
43.22,65.8,92.25,172.47,Hourglass
36.71,66.76,96.98,166.37,Pear
44.27,71.54,91.43,172.09,Inverted Triangle
43.83,73.93,83.92,161.82,Inverted Triangle
42.12,76.3,89.97,163.73,Inverted Triangle
38.0,73.09,97.49,167.61,Pear
39.53,65.65,99.71,163.63,Pear
48.89,70.46,87.97,169.1,Inverted Triangle
45.79,75.4,86.87,165.3,Inverted Triangle
41.03,62.9,94.32,165.9,Hourglass
44.06,64.66,92.48,162.57,Hourglass
42.91,80.39,83.68,163.74,Rectangle
34.64,66.45,91.69,161.49,Pear
43.46,82.6,90.27,167.39,Inverted Triangle
42.15,83.08,81.79,169.17,Rectangle
42.66,61.61,86.26,162.29,Hourglass
45.99,67.0,86.41,166.05,Inverted Triangle
46.17,75.39,89.85,164.29,Inverted Triangle
45.45,74.11,86.16,162.46,Inverted Triangle
43.66,62.91,91.98,155.24,Hourglass
45.82,77.48,92.75,169.54,Inverted Triangle
44.55,65.3,95.12,169.09,Hourglass
35.42,67.62,98.62,156.96,Pear
37.95,68.08,90.97,161.04,Pear
45.21,70.1,86.06,171.16,Inverted Triangle
38.61,72.59,95.56,161.17,Pear
41.14,74.07,90.96,169.45,Inverted Triangle
41.17,79.41,80.78,166.75,Rectangle
39.71,67.73,91.01,166.81,Hourglass
36.61,81.53,97.64,160.11,Pear
42.52,66.65,95.38,157.16,Hourglass
38.71,79.74,79.13,172.73,Rectangle
42.84,65.24,87.7,157.09,Hourglass
43.41,65.2,90.43,164.3,Hourglass
44.64,73.92,90.1,168.27,Inverted Triangle
36.92,73.26,97.34,160.75,Pear
38.52,65.87,95.43,164.19,Pear
41.05,70.19,101.52,164.19,Pear
45.97,65.4,93.41,164.31,Hourglass
43.28,63.63,90.33,159.45,Hourglass
43.97,83.93,81.16,167.87,Rectangle
41.22,70.74,98.69,173.94,Pear
37.39,71.29,97.36,171.45,Pear
45.83,73.25,91.85,169.57,Inverted Triangle
42.76,68.21,88.6,161.83,Hourglass
44.07,74.67,83.85,159.66,Inverted Triangle
46.49,72.79,87.67,172.47,Inverted Triangle
42.52,78.01,81.22,166.14,Rectangle
43.13,64.08,98.0,161.89,Hourglass
41.46,69.93,101.37,162.24,Pear
47.54,72.9,91.06,161.03,Inverted Triangle
42.01,68.51,91.07,171.1,Hourglass
42.83,73.36,84.69,167.02,Inverted Triangle
37.54,73.44,96.34,169.27,Pear
40.96,70.52,95.91,175.69,Hourglass
40.09,68.29,96.99,166.95,Pear
38.31,67.91,85.36,171.15,Pear
41.95,67.26,94.68,163.14,Hourglass
42.81,65.75,88.82,157.26,Hourglass
38.92,64.93,91.12,159.37,Pear
45.33,79.94,88.44,168.59,Inverted Triangle
35.0,77.44,95.01,164.53,Pear
44.23,76.58,89.78,164.87,Inverted Triangle
38.4,70.2,94.33,157.54,Pear
42.77,74.2,85.07,168.36,Inverted Triangle
47.0,75.93,86.43,168.27,Inverted Triangle
35.92,67.59,98.42,158.21,Pear
39.88,79.39,83.14,172.28,Rectangle
37.75,65.65,90.76,159.37,Pear
43.91,63.5,93.42,167.98,Hourglass
43.57,79.86,85.16,170.86,Rectangle
45.38,79.58,82.73,162.57,Rectangle
37.05,74.1,92.67,165.29,Pear
42.02,72.78,90.49,164.18,Hourglass
43.62,74.62,85.94,165.3,Inverted Triangle
39.18,77.44,91.75,162.59,Pear
35.02,65.94,96.56,163.32,Pear
42.95,62.29,87.03,162.14,Hourglass
43.38,81.65,83.73,162.4,Rectangle
48.53,75.14,92.29,160.6,Inverted Triangle
42.53,61.99,91.93,163.56,Hourglass
42.08,70.97,95.41,162.13,Pear
41.63,74.68,90.0,171.73,Inverted Triangle
38.19,64.06,99.84,162.22,Pear
45.04,74.84,82.88,163.42,Inverted Triangle
45.77,73.55,90.7,173.12,Inverted Triangle
46.57,78.27,80.87,176.77,Rectangle
46.77,74.95,89.0,159.92,Inverted Triangle
34.87,67.5,96.3,164.35,Pear
39.64,71.96,88.8,162.51,Hourglass
43.08,87.25,83.7,172.2,Rectangle
44.03,72.73,82.94,166.55,Inverted Triangle
38.61,63.71,91.25,154.18,Pear
45.7,66.4,94.45,162.36,Hourglass
46.04,64.64,97.26,163.51,Hourglass
43.58,72.63,83.15,166.66,Inverted Triangle
43.67,83.76,82.67,167.78,Rectangle
42.63,79.45,83.8,163.22,Rectangle
38.9,78.98,79.48,173.66,Rectangle
45.58,74.34,89.64,171.67,Inverted Triangle
40.89,81.06,79.93,160.87,Rectangle
43.25,78.63,82.14,156.91,Rectangle
44.36,74.04,90.31,175.01,Inverted Triangle
42.54,81.55,83.95,172.81,Rectangle
42.35,74.3,89.22,168.44,Inverted Triangle
42.63,73.16,89.88,160.84,Hourglass
44.82,70.21,93.44,172.9,Hourglass
43.85,79.28,78.11,168.96,Rectangle
42.44,62.18,95.54,173.21,Hourglass
37.24,66.41,96.59,166.08,Pear
42.32,67.0,88.86,165.96,Hourglass
40.95,76.66,83.51,165.12,Rectangle
37.43,68.66,93.25,163.98,Pear
39.84,60.61,93.76,163.53,Hourglass
45.22,75.55,87.96,168.91,Inverted Triangle
38.07,75.61,91.71,162.58,Pear
44.29,70.79,86.29,167.49,Inverted Triangle
46.31,69.09,100.32,164.08,Hourglass
42.24,63.25,93.24,165.75,Hourglass
43.24,64.77,89.39,165.96,Hourglass
39.42,72.08,94.65,160.84,Pear
44.27,73.66,86.18,160.24,Inverted Triangle
44.21,68.87,94.97,176.43,Inverted Triangle
44.17,69.85,95.78,176.77,Inverted Triangle
44.7,77.89,80.46,166.15,Rectangle
40.7,68.24,94.82,167.34,Pear
34.96,66.81,94.51,162.61,Pear
41.89,78.83,86.36,167.02,Inverted Triangle
42.39,79.87,86.01,167.73,Rectangle
38.86,62.78,93.52,167.77,Hourglass
43.45,68.56,98.39,161.82,Hourglass
39.56,65.64,92.26,157.38,Hourglass
43.91,64.43,97.29,162.41,Hourglass
43.46,73.83,92.86,171.84,Inverted Triangle
40.6,87.88,77.86,164.99,Rectangle
44.96,73.53,91.41,166.12,Inverted Triangle
45.26,67.58,93.3,164.15,Hourglass
46.26,65.05,87.77,166.13,Hourglass
40.86,79.43,79.19,173.6,Rectangle
43.44,63.88,98.39,158.19,Hourglass
45.47,77.83,92.52,171.52,Inverted Triangle
41.7,72.16,91.45,162.12,Hourglass
42.65,65.92,90.02,165.32,Hourglass
38.46,73.09,90.61,158.81,Pear
46.4,65.99,88.44,163.85,Hourglass
34.71,72.22,92.16,169.29,Pear
40.59,62.94,94.73,166.16,Hourglass
37.08,67.82,93.67,162.2,Pear
42.44,62.74,91.17,165.83,Hourglass
44.19,61.39,96.33,164.28,Hourglass
44.19,81.11,84.71,169.8,Rectangle
44.64,66.56,93.81,162.98,Hourglass
43.78,74.5,88.37,167.63,Inverted Triangle
45.02,65.08,91.7,164.47,Hourglass
41.58,78.12,85.58,163.84,Inverted Triangle
45.22,71.83,87.99,173.61,Inverted Triangle
39.66,61.81,95.3,166.87,Hourglass
43.2,67.52,90.31,166.79,Hourglass
40.14,78.59,88.97,170.32,Inverted Triangle
43.44,65.84,88.62,158.48,Hourglass
42.82,74.86,84.87,173.7,Rectangle
43.89,71.1,91.77,172.61,Inverted Triangle
35.51,67.31,93.26,161.73,Pear
37.11,71.85,94.02,162.58,Pear
38.45,78.73,80.95,159.4,Rectangle
43.65,79.18,78.13,167.81,Rectangle
46.43,74.76,90.4,166.57,Inverted Triangle
42.56,78.85,85.89,163.53,Rectangle
36.11,70.42,92.73,172.45,Pear
47.6,73.16,85.47,164.0,Inverted Triangle
43.22,64.03,86.32,162.13,Hourglass
43.68,70.75,88.04,175.56,Inverted Triangle
43.88,65.96,92.99,162.3,Hourglass
41.51,84.72,82.43,167.9,Rectangle
40.81,88.78,76.93,164.18,Rectangle
45.23,67.0,91.84,161.09,Hourglass
42.64,74.51,88.71,168.84,Rectangle
42.64,68.48,91.2,166.48,Hourglass
46.78,79.87,84.7,167.71,Rectangle
43.51,72.03,87.17,165.93,Inverted Triangle
44.81,75.68,88.79,170.03,Inverted Triangle
43.12,73.79,89.27,167.93,Inverted Triangle
41.71,66.51,89.0,168.81,Hourglass
44.15,83.39,83.62,167.43,Rectangle
35.84,69.97,97.75,159.21,Pear
40.75,64.67,91.11,160.59,Hourglass
43.01,85.41,83.64,159.45,Rectangle
41.3,67.53,93.5,162.94,Hourglass
46.2,64.56,96.25,162.45,Hourglass
42.49,80.7,75.79,163.52,Rectangle
38.48,68.38,96.78,166.08,Pear
37.49,68.08,92.89,163.95,Pear
41.28,84.92,80.46,162.37,Rectangle
39.21,68.01,97.8,161.41,Pear
43.49,63.11,92.98,165.36,Hourglass
46.3,62.88,98.8,169.4,Hourglass
46.08,62.82,99.47,169.04,Hourglass
45.12,69.78,86.86,167.48,Inverted Triangle
37.78,71.53,95.17,169.86,Pear
39.73,61.3,91.28,162.99,Hourglass
37.15,71.27,96.21,161.63,Pear
38.3,72.49,92.76,170.08,Pear
42.32,69.0,88.28,160.21,Hourglass
43.61,76.23,82.02,161.47,Rectangle
44.43,61.32,92.86,169.02,Hourglass
41.77,68.5,90.05,164.22,Hourglass
48.57,70.89,87.41,169.11,Inverted Triangle
37.08,71.76,98.15,170.5,Pear
41.26,80.43,78.92,165.97,Rectangle
39.42,71.42,101.63,159.19,Pear
41.5,74.78,84.11,160.9,Inverted Triangle
41.26,71.48,95.77,161.38,Pear
36.76,70.52,96.74,165.21,Pear
41.46,61.98,94.39,163.36,Hourglass
41.45,58.81,91.57,167.48,Hourglass
37.79,73.39,94.86,170.38,Pear
41.43,78.36,79.74,156.67,Rectangle
37.82,64.92,98.74,163.97,Pear
40.8,66.77,93.54,164.18,Hourglass
46.98,73.85,85.41,162.36,Inverted Triangle
37.44,70.17,95.37,164.01,Pear
39.55,70.58,90.92,164.14,Pear
39.58,68.26,95.15,167.75,Pear
41.91,79.35,81.33,162.07,Rectangle
44.2,81.84,81.63,168.21,Rectangle
41.97,79.29,79.01,163.09,Rectangle
38.63,73.21,97.68,167.49,Pear
42.34,78.84,80.99,162.21,Rectangle
34.5,70.24,94.96,168.29,Pear
41.15,79.26,80.48,167.01,Rectangle
44.46,78.3,85.93,164.75,Inverted Triangle
46.88,79.9,82.15,176.38,Rectangle
40.83,78.99,79.72,158.77,Rectangle
42.43,75.98,89.88,162.12,Inverted Triangle
39.55,71.14,90.83,164.68,Pear
36.61,68.42,95.68,161.8,Pear
41.97,66.94,89.14,167.06,Hourglass
38.71,78.75,81.69,159.63,Rectangle
48.49,76.12,86.71,169.18,Inverted Triangle
45.4,76.38,83.14,165.1,Rectangle
39.22,67.5,90.62,163.53,Pear
41.97,76.69,85.7,159.57,Rectangle
43.6,66.83,89.05,169.02,Hourglass
39.85,78.55,82.71,172.63,Rectangle
45.15,73.71,88.15,163.52,Inverted Triangle
44.45,75.01,89.95,166.77,Inverted Triangle
40.6,72.11,99.46,162.82,Pear
44.7,76.18,82.52,165.78,Rectangle
43.68,66.03,92.8,164.32,Hourglass
35.47,68.55,95.73,169.64,Pear
45.5,72.1,78.05,169.92,Rectangle
34.98,72.85,94.45,164.11,Pear
45.5,73.74,88.05,163.87,Inverted Triangle
47.72,66.84,83.73,165.4,Inverted Triangle
43.02,74.84,87.84,167.26,Inverted Triangle
42.67,76.61,79.52,165.95,Rectangle
35.08,72.97,96.79,159.78,Pear
37.27,69.57,99.68,165.71,Pear
38.26,70.48,94.64,167.79,Pear
42.08,75.68,84.27,161.71,Inverted Triangle
44.93,66.48,88.46,167.13,Hourglass
42.05,78.16,76.61,170.07,Rectangle
38.84,77.42,82.14,159.37,Rectangle
37.52,65.73,90.82,158.26,Pear
42.89,68.2,93.92,160.77,Hourglass
36.92,72.14,94.94,166.94,Pear
41.8,78.32,81.9,172.44,Rectangle
50.36,77.59,85.76,166.96,Inverted Triangle
42.58,69.55,92.17,156.04,Hourglass
43.39,64.1,97.87,158.36,Hourglass
46.34,72.8,88.7,165.82,Inverted Triangle
41.57,74.51,83.58,161.72,Inverted Triangle
38.44,64.32,90.73,154.88,Pear
43.16,64.43,93.66,168.89,Hourglass
39.79,66.73,91.68,169.21,Hourglass
44.37,79.06,79.72,160.28,Rectangle
43.75,70.32,90.89,172.47,Inverted Triangle
45.22,79.05,82.71,161.08,Rectangle
43.36,72.83,90.84,167.34,Inverted Triangle
38.9,76.35,84.31,166.66,Rectangle
43.06,62.99,86.74,163.18,Hourglass
43.77,81.26,83.16,167.33,Rectangle
43.69,77.19,89.6,164.68,Inverted Triangle
38.78,70.9,93.88,157.85,Pear
46.38,74.82,93.26,172.41,Inverted Triangle
43.73,77.2,80.58,160.98,Rectangle
41.19,76.1,82.78,163.36,Rectangle
40.11,69.09,95.0,171.34,Pear
38.25,81.45,83.53,167.38,Rectangle
43.76,67.92,85.43,169.81,Hourglass
42.73,81.8,79.1,162.25,Rectangle
43.4,77.29,77.51,171.11,Rectangle
41.09,65.61,96.15,167.56,Hourglass
45.42,72.38,87.88,171.99,Inverted Triangle
45.81,80.04,83.93,167.07,Rectangle
42.77,64.18,88.12,171.1,Hourglass
44.13,79.85,83.52,167.39,Rectangle
41.65,69.59,93.02,161.39,Hourglass
41.74,64.16,93.07,162.35,Hourglass
42.62,75.47,81.35,167.49,Rectangle
45.54,63.9,98.44,169.49,Hourglass
37.62,75.54,92.18,163.02,Pear
38.6,66.09,98.07,165.76,Hourglass
39.82,72.34,100.14,166.82,Pear
47.15,76.95,89.74,168.67,Inverted Triangle
37.53,70.09,97.5,170.38,Pear
44.97,62.58,95.91,165.47,Hourglass
34.73,71.74,92.74,169.44,Pear
46.87,79.75,81.64,176.65,Rectangle
38.19,65.62,96.66,166.09,Hourglass
35.98,73.78,100.74,167.82,Pear
37.31,64.31,99.5,162.8,Pear
44.47,78.74,86.42,171.28,Rectangle
41.24,68.91,89.88,168.67,Hourglass
42.69,80.41,82.82,168.63,Rectangle
41.74,63.91,95.52,160.0,Hourglass
45.24,78.24,87.37,172.8,Inverted Triangle
44.0,70.68,91.22,170.59,Inverted Triangle
44.48,80.64,79.25,177.33,Rectangle
37.92,75.88,92.61,162.44,Pear
37.7,71.57,93.94,162.37,Pear
44.09,77.5,86.69,168.01,Inverted Triangle
41.84,81.66,82.09,163.57,Rectangle
36.93,71.52,95.64,165.74,Pear
45.05,79.07,83.55,161.71,Rectangle
38.77,70.17,97.9,169.32,Pear
36.08,74.02,97.48,168.74,Pear
38.33,64.39,91.42,156.7,Pear
45.19,64.41,94.04,165.67,Hourglass
38.17,68.73,94.82,165.21,Pear
46.38,66.44,85.77,166.39,Inverted Triangle
45.47,77.58,84.96,164.5,Rectangle
44.18,71.68,92.15,170.72,Inverted Triangle
44.51,74.98,89.57,168.73,Inverted Triangle
44.59,76.86,81.14,173.81,Rectangle
45.82,66.49,86.14,165.55,Inverted Triangle
42.4,67.24,97.79,168.1,Hourglass
43.62,63.63,90.7,156.92,Hourglass
46.99,74.36,86.21,169.28,Inverted Triangle
41.02,77.07,83.21,166.12,Rectangle
43.3,64.73,92.11,165.52,Hourglass
40.49,77.52,95.88,157.74,Pear
41.67,74.26,90.16,167.93,Inverted Triangle
36.95,68.64,97.49,171.84,Pear
35.43,67.67,90.27,166.55,Pear
40.89,79.99,78.65,166.53,Rectangle
45.12,74.27,85.91,172.32,Inverted Triangle
45.32,76.36,83.84,166.34,Rectangle
37.64,68.69,90.9,161.82,Pear
41.5,68.29,89.78,168.28,Hourglass
46.76,73.41,87.89,174.64,Inverted Triangle
44.43,74.61,83.57,162.34,Inverted Triangle
46.81,66.18,90.65,163.19,Hourglass
37.72,66.35,96.8,164.74,Pear
41.42,77.75,87.73,166.58,Inverted Triangle
39.67,81.48,76.57,169.45,Rectangle
38.21,68.42,94.51,164.53,Pear
45.8,67.7,93.79,153.99,Hourglass
45.13,71.48,77.82,171.36,Rectangle
37.89,68.4,94.31,162.72,Pear
42.99,81.5,78.15,169.56,Rectangle
38.27,71.93,93.48,171.65,Pear
41.93,65.64,96.54,167.3,Hourglass
45.35,78.65,91.33,169.63,Inverted Triangle
44.46,69.0,93.61,162.96,Hourglass
43.93,80.97,86.73,164.01,Rectangle
44.11,78.95,80.11,166.07,Rectangle
43.27,83.03,89.85,168.46,Inverted Triangle
41.59,69.63,86.94,166.31,Inverted Triangle
45.57,65.32,92.84,168.35,Hourglass
47.84,71.47,87.3,168.99,Inverted Triangle
38.56,69.03,92.05,163.94,Pear
50.41,79.03,87.23,167.13,Inverted Triangle
42.99,72.17,90.87,169.82,Inverted Triangle
38.0,64.2,90.64,155.06,Pear
38.41,67.16,93.05,165.36,Pear
45.6,78.94,86.37,172.64,Inverted Triangle
44.71,77.63,89.3,168.8,Inverted Triangle
42.03,63.42,91.85,165.93,Hourglass
46.04,78.74,88.9,166.39,Inverted Triangle
41.96,85.37,81.45,168.97,Rectangle
45.42,78.12,92.58,168.17,Inverted Triangle
44.46,77.92,80.05,171.61,Rectangle
36.23,70.21,92.39,170.79,Pear
42.94,69.36,90.66,171.0,Hourglass
37.43,70.92,91.29,169.96,Pear
39.59,80.79,83.43,169.94,Rectangle
37.95,65.11,92.81,171.2,Pear
39.26,68.34,93.14,163.68,Pear
40.96,83.66,81.9,169.71,Rectangle
38.33,70.21,94.97,166.94,Pear
47.17,74.06,87.53,175.5,Inverted Triangle
42.09,75.63,79.15,160.98,Rectangle
44.82,61.15,95.51,167.0,Hourglass
44.05,75.5,90.31,163.61,Inverted Triangle
46.22,75.45,93.89,161.32,Inverted Triangle
34.93,71.26,96.99,167.55,Pear
41.4,68.72,90.67,162.04,Hourglass
43.78,82.83,85.26,165.55,Rectangle
40.15,80.27,83.32,173.49,Rectangle
35.33,71.4,94.96,169.84,Pear
46.01,80.33,85.83,168.24,Inverted Triangle
41.68,78.41,85.7,165.7,Inverted Triangle
39.21,76.52,90.87,162.74,Pear
42.56,78.07,81.44,162.35,Rectangle
45.06,77.35,83.61,162.48,Rectangle
42.19,77.56,81.06,164.62,Rectangle
45.4,75.16,93.55,163.06,Inverted Triangle
41.44,80.64,82.98,168.03,Inverted Triangle
44.13,67.92,91.42,164.65,Hourglass
45.81,76.34,83.02,167.82,Rectangle
38.89,73.23,95.41,161.85,Pear
46.52,67.89,86.22,167.97,Inverted Triangle
40.95,70.04,87.13,166.69,Inverted Triangle
37.25,67.55,97.09,172.86,Pear
46.41,74.52,87.65,167.49,Inverted Triangle
38.15,72.49,93.11,172.3,Pear
43.51,72.92,91.14,167.4,Inverted Triangle
43.13,74.06,86.56,165.2,Inverted Triangle
43.31,80.87,84.95,163.66,Rectangle
47.24,74.26,88.87,168.75,Inverted Triangle
40.67,69.83,98.42,164.14,Pear
38.02,66.81,93.2,166.26,Pear
40.28,80.99,78.4,165.82,Rectangle
40.64,80.02,76.01,166.06,Rectangle
42.6,73.41,90.55,163.48,Hourglass
43.83,62.76,90.6,157.69,Hourglass
43.99,83.18,75.38,162.42,Rectangle
42.69,78.91,86.23,164.29,Rectangle
48.94,74.91,86.23,164.92,Inverted Triangle
36.8,68.61,96.11,167.65,Pear
38.47,70.6,95.82,165.99,Pear
42.25,67.67,94.71,167.66,Hourglass
43.37,81.06,81.4,167.15,Rectangle
41.48,80.28,74.78,164.45,Rectangle
44.33,74.25,86.45,161.13,Inverted Triangle
42.25,73.72,87.77,169.23,Rectangle
